sentence_A,sentence_B,label
"Transistors and display devices|The invention relates to a transistor comprising a semiconductor oxide having nanocrystals and having very stable physical characteristics and a display device comprising the transistor. The size of the nanocrystal is less than or equal to 10nm. When the measured area is greater than or equal to 5nmJ and less than or equal to 10nmJ,  circumferential light spots are observed in the nano-beam electron diffraction pattern of semiconductor oxide cross section. When XRD is used to analyze the semiconductor oxide,  no peak corresponding to nanocrystals is observed in the semiconductor oxide.","BÓNG BÁN DẪN VÀ THIẾT BỊ HIỂN THỊ|Sáng chế đề cập đến bóng bán dẫn bao gồm chất oxit bán dẫn có tinh thể nano và có tính chất vật lý rất ổn định và thiết bị hiển thị bao gồm bóng bán dẫn. Kích thước của tinh thể nano này nhỏ hơn hoặc bằng 10nm. Các điểm được bố trí theo chu vi được quan sát trong mẫu nhiễu xạ electron chùm nano của mặt cắt ngang của chất oxit bán dẫn khi diện tích đo lớn hơn hoặc bằng 5nmj và nhỏ hơn hoặc bằng 10nmj. Khi chất oxit bán dẫn được phân tích bằng XRD,  đỉnh tương ứng với tinh thể nano trong chất oxit bán dẫn không quan sát được.",0.0
一种包括用于调整安装和拆卸的超小型凸起部分的显示装置和制造这种装置的方法|本发明涉及一种显示装置，包括用于调整安装和拆卸的超小型凸起部分，具有调整粘附力，防异物粘附，防指纹粘附，易消除气泡等附加功能，在安装和拆卸窗口或显示屏时可方便地应用于弧形显示，以及这种装置的制造方法。 在制造设备和方法中， 该显示装置包括窗口和显示器，可选地包括触摸屏，该触摸屏包括位于窗口号，触摸屏和显示器单元上的安装和拆卸层，其粘附力从0.1 Gf/25mm到500Gf/25mm；安装和拆卸调整层与位于窗口号，触摸屏或显示器单元上的安装和拆卸层相对，并具有形成在其上的极小突起部分；&Image1；,"THIẾT BỊ HIỂN THỊ BAO GỒM PHẦN NHÔ CỰC NHỎ ĐỂ ĐIỀU CHỈNH GẮN VÀ THÁO VÀ PHƯƠNG PHÁP SẢN XUẤT THIẾT BỊ NÀY|Sáng chế đề cập đến thiết bị hiển thị bao gồm phần nhô cực nhỏ để điều chỉnh gắn và tháo,  có các chức năng bổ sung như điều chỉnh lực kết dính,  chống bám dị vật,  chống bám vân tay,  loại bỏ bọt khí dễ dàng,  áp dụng thuận tiện cho màn hình cong khi gắn và tháo cửa sổ hay màn hiển thị và phương pháp sản xuất thiết bị này. Trong thiết bị và phương pháp sản xuất,  thiết bị hiển thị này bao gồm cửa sổ và màn hiển thị,  và một cách tùy chọn bao gồm màn hình cảm ứng bao gồm lớp gắn và tháo nằm trên một bộ phận trong số cửa sổ,  màn hình cảm ứng và màn hiển thị và có lực kết dính từ 0, 1gf/25mm đến 500gf/25mm,  lớp điều chỉnh gắn và tháo được đặt đối diện với lớp gắn và tháo nằm trên một bộ phận trong số cửa sổ,  màn hình cảm ứng hoặc màn hiển thị và có phần nhô cực nhỏ được tạo thành trên đó.&lt; Image1",0.0
"Device and method for downloading command information for application programs and computer readable media|The invention relates to a receiving apparatus,  a method for downloading command information for an application program,  and a computer readable medium configured to allow the use of ACR (Automatic Content Recognition-Automatic Content Recognition) technology to provide an application program associated with a digital television program. The apparatus acquires AV content and separates features from the acquired data of AV content. The acquisition unit acquires an identification result of the AV content to be recognized from the features separated using the ACR technology,  and acquires a command for controlling an application program operation related to the AV content according to the acquired identification result. The receiving unit controls the operation of the application program according to the received command. The technique according to the present invention can be applied to the receiver of a radio to obtain a wide broadcast signal of a digital television.",接收机装置，用于应用程序的命令信息下载方法和计算机可读介质|本发明涉及一种接收装置，用于下载用于应用程序的命令信息的方法以及计算机可读介质，它们被配置为允许使用ACR(自动内容识别-自动内容识别)技术提供与数字电视节目相关联的应用程序。 该装置获取AV内容，并从所获取的AV内容的数据中分离特征。 获取单元从使用ACR技术分离的特征中获取待识别AV内容的识别结果，并根据获取的识别结果获取控制与AV内容相关的应用程序运行操作的命令。 接收单元根据接收到的命令控制应用程序的操作。 根据本发明的技术可以应用到无线电机的接收机上，以获得数字电视的宽广播信号。,0.0
"Display device including extremely small protrusions for mounting and dismounting adjustment and method of manufacturing such device|The invention relates to a display device,  which comprises an ultra-small convex part for adjusting installation and disassembly,  has additional functions such as adjusting adhesion force,  preventing foreign matter adhesion,  preventing fingerprint adhesion,  easily eliminating bubbles and the like,  can be conveniently applied to arc display when installing and disassembling a window or a display screen,  and a manufacturing method of the device. In a manufacturing apparatus and method,  the display device comprises a window and a display,  optionally comprising a touch screen comprising mounting and dismounting layers on the window number,  the touch screen and the display unit,  with adhesion from 0.1 Gf/25mm to 500Gf/25mm;  The mounting and dismounting adjustment layer is opposite to the mounting and dismounting layer located on the window number,  touch screen or display unit,  and has a very small protrusion portion formed thereon;  & Image1;","THIẾT BỊ HIỂN THỊ BAO GỒM PHẦN NHÔ CỰC NHỎ ĐỂ ĐIỀU CHỈNH GẮN VÀ THÁO VÀ PHƯƠNG PHÁP SẢN XUẤT THIẾT BỊ NÀY|Sáng chế đề cập đến thiết bị hiển thị bao gồm phần nhô cực nhỏ để điều chỉnh gắn và tháo,  có các chức năng bổ sung như điều chỉnh lực kết dính,  chống bám dị vật,  chống bám vân tay,  loại bỏ bọt khí dễ dàng,  áp dụng thuận tiện cho màn hình cong khi gắn và tháo cửa sổ hay màn hiển thị và phương pháp sản xuất thiết bị này. Trong thiết bị và phương pháp sản xuất,  thiết bị hiển thị này bao gồm cửa sổ và màn hiển thị,  và một cách tùy chọn bao gồm màn hình cảm ứng bao gồm lớp gắn và tháo nằm trên một bộ phận trong số cửa sổ,  màn hình cảm ứng và màn hiển thị và có lực kết dính từ 0, 1gf/25mm đến 500gf/25mm,  lớp điều chỉnh gắn và tháo được đặt đối diện với lớp gắn và tháo nằm trên một bộ phận trong số cửa sổ,  màn hình cảm ứng hoặc màn hiển thị và có phần nhô cực nhỏ được tạo thành trên đó.&lt; Image1",0.0
"Irritant deodorant|The invention relates to an irritant deodorant capable of deodorizing when added to food and the like,  and the deodorant is a source of irritant odor;  As well as unpleasant deodorization methods for food. The present invention relates to an unpleasant deodorant,  which comprises,  in the form of an active ingredient,  an oxidized grease having a peroxide value between 15 and 180 and containing 10% to 100% by mass of milk fat. The invention also relates to food products which eliminate irritant odors by adding irritant deodorants. The invention also relates to a method for eliminating the unpleasant smell of food by adding oxidized oil with a peroxide value between 15 and 180 and containing 10% to 100% milk fat by mass.","TÁC NHÂN KHỬ MÙI KHÓ CHỊU|Sáng chế đề cập đến tác nhân khử mùi khó chịu có khả năng khử mùi khó chịu khi được thêm vào thực phẩm,  v.v.,  là nguồn gốc gây mùi khó chịu;  và phương pháp khử mùi khó chịu của thực phẩm. Sáng chế đề cập đến tác nhân khử mùi khó chịu bao gồm,  dưới dạng thành phần hoạt tính,  dầu và chất béo oxy hóa có trị số peroxit từ 15 đến 180 và chứa từ 10% khối lượng đến 100% khối lượng chất béo sữa. Sáng chế cũng đề cập đến thực phẩm trong đó mùi khó chịu được khử bằng cách thêm tác nhân khử mùi khó chịu. Sáng chế còn đề cập đến phương pháp khử mùi khó chịu của thực phẩm bằng cách thêm vào đó dầu và chất béo oxy hóa có trị số peroxit nằm trong khoảng từ 15 đến 180 và chứa 10% khối lượng đến 100% khối lượng chất béo sữa.",0.0
"User interface generation device and method|The invention relates to a device,  a method,  a computer program and a user graphical interface. The apparatus comprises at least one processor;  And at least one memory storing computer program instructions,  the at least one processor being configured to execute the computer program instructions to cause the apparatus to perform at least the steps of controlling a display to display one or more graphics items from a first layer of the hierarchical menu system;  In response to a user selecting a first graphical item from a first layer of the hierarchical menu system,  entering a second layer of the hierarchical menu system,  wherein entering the second layer of the hierarchical menu system includes displaying one or more other graphical items from the second layer of the hierarchical menu system associated with the first graphical item;  Detecting a change in the tilt of the device while displaying one or more graphical items from the first layer of the hierarchical menu system on the screen;  And,  after detecting a change in tilt of the device,  controlling a screen for displaying a pre-browse image including one or more other graphical items associated with the first graphical item from a second layer of the hierarchical menu system.","THIẾT BỊ VÀ PHƯƠNG PHÁP TẠO GIAO DIỆN NGƯỜI SỬ DỤNG|Sáng chế đề cập tới thiết bị,  phương pháp,  chương trình máy tính và giao diện đồ họa người sử dụng. Thiết bị bao gồm ít nhất một bộ xử lý;  và ít nhất một bộ nhớ lưu các lệnh chương trình máy tính,  ít nhất một bộ xử lý được tạo cấu hình để thực thi các lệnh chương trình máy tính để làm cho thiết bị ít nhất thực hiện các bước :  điều khiển màn hình để hiển thị một hoặc nhiều mục đồ họa từ lớp thứ nhất của hệ thống thực đơn phân cấp;  đáp lại việc chọn mục đồ họa thứ nhất của người sử dụng từ lớp thứ nhất của hệ thống thực đơn phân cấp,  vào lớp thứ hai của hệ thống thực đơn phân cấp,  trong đó,  việc vào lớp thứ hai của hệ thống thực đơn phân cấp bao gồm việc hiển thị một hoặc nhiều mục đồ họa khác,  từ lớp thứ hai của hệ thống thực đơn phân cấp,  được kết hợp với mục đồ họa thứ nhất;  phát hiện thay đổi về độ nghiêng của thiết bị,  trong khi một hoặc nhiều mục đồ họa từ lớp thứ nhất của hệ thống thực đơn phân cấp được hiển thị trên màn hình;  và sau khi phát hiện thay đổi về độ nghiêng của thiết bị,  điều khiển,  màn hình để hiển thị hình duyệt trước bao gồm một hoặc nhiều mục đồ họa khác,  được kết hợp với mục đồ họa thứ nhất,  từ lớp thứ hai của hệ thống thực đơn phân cấp.",0.0
用于减少日常业务操作中的损耗和浪费的系统和方法，以及计算机可读的存储介质|本发明涉及一种用于减少日常业务操作中的损失和浪费的数据处理系统和方法。 该系统包括库存与采购模块，销售与订单处理模块，人力资源模块，账户管理模块，数据输入手段，财务报表模块。 所有模块相互集成，并设置为将基于接收到的交易数据结构的数据信息实时地提供给数据处理系统，所述数据信息允许在日常业务操作中防止丢失和浪费。 根据本发明的系统确保只启动预期产生比在时间和金钱上的投资更大的效益的业务。 此外，本发明还涉及计算机可读存储介质，用于实现日常业务操作中减少损耗和浪费的方法。 &L；Image1,"HỆ THỐNG VÀ PHƯƠNG PHÁP ĐỂ GIẢM THẤT THOÁT VÀ LÃNG PHÍ TRONG ĐIỀU HÀNH KINH DOANH HÀNG NGÀY,  VÀ PHƯƠNG TIỆN LƯU TRỮ ĐỌC ĐƯỢC BỞI MÁY TÍNH|Sáng chế đề cập đến hệ thống xử lý dữ liệu và phương pháp để giảm thất thoát và lãng phí trong điều hành kinh doanh hàng ngày. Hệ thống bao gồm mô-đun tồn kho và thu mua,  mô-đun xử lý đơn hàng và bán hàng,  mô-đun nguồn nhân lực,  mô-đun quản lý tài khoản,  phương tiện nhập dữ liệu,  và mô- đun báo cáo tài chính. Tất cả mô-đun được tích hợp với nhau và được bố trí để cung cấp thông tin dữ liệu dựa trên các cấu trúc dữ liệu giao dịch nhận được vào hệ thống xử lý dữ liệu theo thời gian thực,  thông tin dữ liệu cho phép ngăn chặn thất thoát và lãng phí trong điều hành kinh doanh hàng ngày. Hệ thống theo sáng chế đảm bảo rằng chỉ các kinh doanh được mong đợi là tạo ra lợi ích lớn hơn đầu tư về thời gian và tiền bạc được khởi đầu. Ngoài ra,  sáng chế cũng đề cập đến phương tiện lưu trữ đọc được bởi máy tính để thực hiện phương pháp giảm thất thoát và lãng phí trong điều hành kinh doanh hàng ngày. &lt; Image1",0.0
具有米诺地尔结构的化合物和化学键合的肽；含有这种化合物的药物和化妆品|本发明涉及防止头发脱毛的组合物，更具体地说，涉及其结构为米诺地尔和肽进行化学键合的化合物以及含有该化合物的防止头发脱毛或促进头发毛发生长的药物或化妆品。 本发明所述米诺地尔与肽化学键合的结构化合物不仅具有减少毛发脱毛，促进毛发生长或促进细胞生长等优良的生理活性，而且在水中具有优良的稳定性，因此，可用作防止毛发脱毛，促进毛发生长的组合物。,"HỢP CHẤT CÓ CẤU TRÚC MINOXIDIL VÀ PEPTIT ĐƯỢC LIÊN KẾT HÓA HỌC VỚI NHAU,  DƯỢC PHẨM VÀ MỸ PHẨM CHỨA HỢP CHẤT NÀY|Sáng chế đề cập đến chế phẩm để ngăn ngừa chứng rụng lông tóc và,  cụ thể hơn,  đến hợp chất có cấu trúc trong đó minoxidil và peptit được liên kết hóa học và dược phẩm hoặc mỹ phẩm để ngăn ngừa chứng rụng lông tóc hoặc thúc đẩy sự phát triển của lông tóc chứa hợp chất này. Hợp chất có cấu trúc trong đó minoxidil và peptit được liên kết hóa học theo sáng chế không chỉ có hoạt tính sinh lý tuyệt vời như làm giảm chứng rụng lông tóc,  thúc đẩy sự phát triển của lông tóc hoặc thúc đẩy sự phát triển của tế bào,  mà còn có độ ổn định tuyệt vời trong nước,  và do đó,  có thể hữu ích làm chế phẩm để ngăn ngừa chứng rụng lông tóc và thúc đẩy sự phát triển của lông tóc.",0.0
用于显示图像的计算机可读电子设备和记录对象|&用于显示拟议图像的电子设备。 该电子设备包括单独显示图像的第一部分的图像显示器，存储器和处理器。 所述处理器被构造成如果输入到所述第一以指定所接收的第一对象，则指定所述第一对象位于所述第一部分专用图像中， 将与第一个对象相关的第一个信息保存在内存中， 显示， 在屏幕上， 相对于第一对象的第一图形对象，如果显示在屏幕上的图像被从第一部分单独图像切换到第二部分单独图像，并且使用第二部分单独图像的第一信息，将显示在屏幕上的图像切换到包括第一对象的第三部分单独图像，以选择接收到的第一图形对象。&lt；image1,"THIẾT BỊ ĐIỆN TỬ VÀ VẬT GHI ĐỌC ĐƯỢC BẰNG MÁY TÍNH ĐỂ HIỂN THỊ HÌNH ẢNH|&lt; Image2 Thiết bị điện tử để hiển thị hình ảnh được đề xuất. Thiết bị điện tử này bao gồm màn hình hiển thị hình ảnh riêng phần thứ nhất của một hình ảnh,  bộ nhớ và bộ xử lý. Bộ xử lý được tạo cấu hình để chỉ định đối tượng thứ nhất nằm trong hình ảnh riêng phần thứ nhất nếu nhập vào thứ nhất để chỉ định đối tượng thứ nhất nhận được,  lưu thông tin thứ nhất liên quan đến đối tượng thứ nhất trong bộ nhớ,  hiển thị,  trên màn hình,  đối tượng đồ họa thứ nhất liên quan đến đối tượng thứ nhất nếu hình ảnh được hiển thị trên màn hình được chuyển từ hình ảnh riêng phần thứ nhất sang hình ảnh riêng phần thứ hai của hình ảnh này,  và chuyển hình ảnh được hiển thị trên màn hình từ hình ảnh riêng phần thứ hai sang hình ảnh riêng phần thứ ba của hình ảnh này bao gồm đối tượng thứ nhất bằng cách sử dụng thông tin thứ nhất nếu nhập vào thứ hai để chọn đối tượng đồ họa thứ nhất nhận được.&lt; Image1",0.0
"Method for preparing grain powder composition,  method for preparing paste mixture and method for processing dipped fried food|The invention relates to a method for preparing a powder composition having a protein content of 0.1% or more by mass. The method comprises the step of preparing a mixture composed of a powder containing starch and fat and/or oil,  the fat and/or oil content of the mixture being 0.1% by mass or more,  the water content of the mixture being 8% to 35% by mass,  and the step of heat treating the mixture at a mixture temperature in the range of 150o to 210oC. The invention also relates to a processing method of paste mixture and a processing method of dipped fried food. The powder composition prepared by the method or the mixture of the powder composition with one or more other food products used as the paste mixture is made into a paste for food products.",谷物粉末制剂的制作方法，糊状混合物的制作方法和浸渍油炸食品的制作方法|本发明涉及一种蛋白质含量为0.1%质量分数以上的粉体组合物的制备方法。 该方法包括制备由含淀粉和脂肪及/或油的粉末组成的混合物的步骤，所述混合物的脂肪及/或油含量为0.1质量%以上，含水量为8~35%质量%，在混合物温度为150o~210oC范围内对混合物进行热处理的步骤。 本发明还涉及一种糊状混合物的加工方法和一种浸渍油炸食品的加工方法。 用该方法制备的粉末组合物或将该粉末组合物与用作糊状混合物的一种或多种其它食品的混合物制成用于食品的糊状物。,0.0
"Biosensor electronic device and control method combined with display|The invention relates to an electronic device and a control method of a biosensor associated with a display,  the method according to the invention comprising the steps of :  acquiring a user input based on a first area corresponding to the biosensor and a second area corresponding to the tactile sensor and adjacent to at least a portion of the first area;  Authenticating an input shape corresponding to a user input;  And acquiring biometric information corresponding to the user input by controlling the biosensor when the authenticated input shape meets a predetermined condition. & LT;  Image1",与显示器相结合的生物传感器电子设备及控制方法|本发明涉及一种与显示器相关联的生物传感器的电子装置和控制方法，根据本发明的方法包括以下步骤 : 基于对应于生物传感器的第一区域和对应于触觉传感器的第二区域并与第一区域的至少一部分相邻的区域来获取用户输入； 认证对应于用户输入的输入形状； 以及在经认证的输入形状满足预定条件时，通过控制生物传感器获取与用户输入对应的生物特征信息。&LT；Image1,0.0
"Installation of pricing system|The invention relates to a mounting rack system. According to one embodiment,  the mounting rack system includes :  a battery cartridge having a charging pole and structurally manufactured to receive an auxiliary battery;  The electronic device has a power supply pole and is configured to detachably mount the battery box;  The mounting rack has an external power supply pole for supplying power from the outside and is structurally configured for mounting a battery case or an electronic device;  And a connecting rod mechanism for connecting the electronic device and the mounting bracket together when the battery box is not inserted into the electronic device. When the battery box is inserted into the electronic device,  the topology will not connect the electronic device with the mounting rack. & LT;  Image1",安装机架系统|本发明涉及一种安装架系统。 根据一个实施例，此安装架系统包括 : 电池盒，该电池盒具有充电极并在结构上被制造成容纳辅助电池； 该电子装置具有一电源极，并被构造成以可拆卸的方式安装电池盒； 安装架具有用于从外部供电的从外部供电极，并在结构上构成用于安装电池盒或电子设备； 以及连杆机构，该连杆机构在电池盒未插入该电子装置时，用于将该电子装置和该安装架连接在一起。 当电池盒插入电子设备时，拓扑不会将电子设备和安装架连接在一起。&LT；Image1,0.0
"Automatic Measuring Device for Bitumen Softening Temperature|The invention relates to an automatic soft chemical temperature measuring device which adopts the coordination of a laser sensor and a T-type thermal sensor,  and replaces the manpower (human) completely used in experimental operation by means of an automatic data calculation technology. The device consists of the following current collectors :  the heat metering container part consists of a steel frame bracket (1.1),  a heating metering wire (1.2),  a heat metering sensor (1.3),  a magnetic ball (1.4) and a container shell (1.5);  The body comprises :  laser emitting oil (2.1);  TH & LT;  Image1U laser head (2.2);  Information display screen (2.3). A control and processing unit (2.4),  a power supply block (2.5),  a sensor block (2.6),  a temperature regulating block (2.7),  a magnetic stirring motor (2.8),  a magnetic stirring speed regulating philosophy (2.9);  Philosophy of Temperature Regulation (2.10);  Thermal sensor input (2.11),  thermal booster input (2.12),  power plug (2.13),  bracket (2.14).",沥青软化学温度自动测定装置|本发明是一种采用激光传感器与T型热传感器协调的自动软化学温度测定装置，借助于数据自动计算技术，取代了实验操作中完全使用人力(人)。 该装置由以下集电器组成 : 热计量容器部分由 : 钢架支架(1.1)，加热美索丝(1.2)，热计量传感器(1.3)，磁球(1.4)，容器壳体(1.5)组成； 本体包括 : 激光发射油(2.1)；TH&LT；Image1U激光头(2.2)；信息显示屏(2.3)。 控制和处理单元(2.4)，电源块(2.5)，传感器块(2.6)，温度调节块(2.7)，磁力搅拌电机(2.8)，磁力搅拌调速哲学(2.9)； 温度调节哲学(2.10)； 热传感器输入端(2.11)，热升压装置输入端(2.12)，电源插头(2.13)，支架(2.14)。,0.0
"Radio Quantity Billing Management System and Process|Proposed electronic equipment. The electronic device includes an electrical collector (PRX) including a collection coil for collecting electrical signals from a wireless power generation device and a wireless charging integrated circuit (IC) for converting the electrical signals into electrical energy,  a power management circuit electrically connected to the PRX and configured to charge a battery with electrical energy,  and a processor electrically connected to the power management circuit. If the battery's charge level is the full charge level,  the processor triggers a charge stop mode (PHM) and controls the additional charge of the battery. & L;  Image1",无线充电管理流程及系统|&拟议的电子设备。 该电子装置包括电收集器(PRX)，其包括用于从无线发电装置收集电信号的收集线圈和将电信号转换为电能的无线充电集成电路(IC)，电连接PRX并构成为利用电能对电池充电的电源管理电路，电连接PRX和电源管理电路的处理器。 如果电池的充电水平为完全充电水平，则处理器触发充电停止模式(PHM)，并控制此电池的额外充电。 &L；Image1,0.0
"Session processing method,  network element device and computer readable medium|The invention relates to a session processing method,  a network element device and a computer readable medium. The method comprises :  When I found out,  From the first session management function (SMF-session management function) network element device,  the second mobility and access management function (AMF-access and mobility management function) network element device,  The first AMF network element device of the service terminal is unwilling to obtain the context of the terminal from the database by the second AMF network element device,  wherein the context of the terminal includes the identification symbol of the first SMF network element device and the identification symbol of the second SMF network element device;  The second AMF network element device and the terminal device perform call search,  and sending the identification symbol and call search status indication of the second AMF network element device to the database to update the context of the terminal device;  And receiving a service request message from the terminal by the second AMF network element device,  wherein the service request message is used for establishing a user plane resource for a session of the terminal. When a terminal having a plurality of sessions is associated with a plurality of SMFs,  a second AMF network element device that triggers the final call lookup can be guaranteed to serve the terminal,  thereby avoiding process conflicts caused by a plurality of AMF network element devices serving one terminal. & L;  Image1","PHƯƠNG PHÁP XỬ LÝ PHIÊN,  THIẾT BỊ PHẦN TỬ MẠNG VÀ PHƯƠNG TIỆN ĐỌC ĐƯỢC BẰNG MÁY TÍNH|Sáng chế đề cập đến phương pháp xử lý phiên,  thiết bị phần tử mạng,  và phương tiện đọc được bằng máy tính. Phương pháp này bao gồm :  vào lúc biết được,  bởi thiết bị phần tử mạng chức năng quản lý tính di động và truy nhập (AMF- Access and Mobility Management Function) thứ hai từ thiết bị phần tử mạng chức năng quản lý phiên (SMF- Session Management Function) thứ nhất,  rằng thiết bị phần tử mạng AMF thứ nhất mà phục vụ thiết bị đầu cuối không sẵn sàng,  thu nhận,  bởi thiết bị phần tử mạng AMF thứ hai,  ngữ cảnh của thiết bị đầu cuối từ cơ sở dữ liệu,  trong đó ngữ cảnh của thiết bị đầu cuối bao gồm ký hiệu nhận dạng của thiết bị phần tử mạng SMF thứ nhất và ký hiệu nhận dạng của thiết bị phần tử mạng SMF thứ hai;  tìm gọi,  bởi thiết bị phần tử mạng AMF thứ hai,  thiết bị đầu cuối,  và gửi ký hiệu nhận dạng của thiết bị phần tử mạng AMF thứ hai và chỉ báo tình trạng tìm gọi đến cơ sở dữ liệu để cập nhật ngữ cảnh của thiết bị đầu cuối;  và thu,  bởi thiết bị phần tử mạng AMF thứ hai,  bản tin yêu cầu dịch vụ từ thiết bị đầu cuối,  trong đó bản tin yêu cầu dịch vụ được sử dụng để thiết lập tài nguyên mặt phẳng người dùng cho phiên của thiết bị đầu cuối. Khi thiết bị đầu cuối có nhiều phiên được kết hợp với nhiều SMF,  có thể được đảm bảo là thiết bị phần tử mạng AMF thứ hai mà kích hoạt tìm gọi cuối cùng phục vụ thiết bị đầu cuối,  nhờ đó tránh được sự xung đột thủ tục gây ra bởi nhiều thiết bị phần tử mạng AMF mà phục vụ một thiết bị đầu cuối. &lt; Image1",0.0
